,userid,singer
411,03a483e281ac5275a1bb409e00719766cc8dd63b,anathema
412,03a483e281ac5275a1bb409e00719766cc8dd63b,65daysofstatic
413,03a483e281ac5275a1bb409e00719766cc8dd63b,slayer
414,03bf80b12ca0c21684c9abeedf6d6cff39eb0c28,deftones
415,03bf80b12ca0c21684c9abeedf6d6cff39eb0c28,iron & wine
416,03bf80b12ca0c21684c9abeedf6d6cff39eb0c28,jack johnson
417,03bf80b12ca0c21684c9abeedf6d6cff39eb0c28,john frusciante
418,03c020a081b17e92a6f59de0681b440cdbab9dae,gorillaz
419,03c020a081b17e92a6f59de0681b440cdbab9dae,beastie boys
420,03c020a081b17e92a6f59de0681b440cdbab9dae,the prodigy
421,03c020a081b17e92a6f59de0681b440cdbab9dae,manowar
422,03d06708ac3ab5d40b238b1fe83000939803e5ff,philip glass
423,03d07be40c6eb9adb0cfa8279b187ad544010a7c,arch enemy
424,03e42b0cfefe3fadaa4ae52d722d3db2983afd51,pendulum
425,03e42b0cfefe3fadaa4ae52d722d3db2983afd51,panic at the disco
426,03e42b0cfefe3fadaa4ae52d722d3db2983afd51,mindless self indulgence
427,03e42b0cfefe3fadaa4ae52d722d3db2983afd51,finntroll
428,03e42b0cfefe3fadaa4ae52d722d3db2983afd51,metallica
429,03e42b0cfefe3fadaa4ae52d722d3db2983afd51,eisregen
430,0407a77313677a2b4e5e7d13894f06c5207a9e29,iced earth
431,0407a77313677a2b4e5e7d13894f06c5207a9e29,helloween
432,0407a77313677a2b4e5e7d13894f06c5207a9e29,slayer
433,040e3faf718de30309f3b03468e8c582213a363d,millencolin
434,040e3faf718de30309f3b03468e8c582213a363d,mogwai
435,0412192ff208d8c8239b61238240b1a334afa8cd,kaiser chiefs
436,0412192ff208d8c8239b61238240b1a334afa8cd,ramones
437,0414f528ff4f6943eb0d784fb880e20c9d911e6b,sage francis
438,0414f528ff4f6943eb0d784fb880e20c9d911e6b,atmosphere
439,0414f528ff4f6943eb0d784fb880e20c9d911e6b,jedi mind tricks
440,0414f528ff4f6943eb0d784fb880e20c9d911e6b,all shall perish
441,0414f528ff4f6943eb0d784fb880e20c9d911e6b,devendra banhart
442,0420c51a72f0898c3f064121c0636f1ba73eee3d,wilco
443,0420c51a72f0898c3f064121c0636f1ba73eee3d,björk
444,0420c51a72f0898c3f064121c0636f1ba73eee3d,modest mouse
445,0420c51a72f0898c3f064121c0636f1ba73eee3d,beck
446,0420c51a72f0898c3f064121c0636f1ba73eee3d,kent
447,0420c51a72f0898c3f064121c0636f1ba73eee3d,frank zappa
448,0420c51a72f0898c3f064121c0636f1ba73eee3d,fiona apple
449,042b64dc2ff8c4cd7c0cd5d0b212f922eb8329b9,m83
450,042b64dc2ff8c4cd7c0cd5d0b212f922eb8329b9,faith no more
451,042b64dc2ff8c4cd7c0cd5d0b212f922eb8329b9,queens of the stone age
452,042d57518a291fd35e92459b2c10c19c25b6ca9e,jason mraz
453,042d57518a291fd35e92459b2c10c19c25b6ca9e,hellogoodbye
454,042d57518a291fd35e92459b2c10c19c25b6ca9e,something corporate
455,042d57518a291fd35e92459b2c10c19c25b6ca9e,snow patrol
456,042d57518a291fd35e92459b2c10c19c25b6ca9e,avril lavigne
457,042d57518a291fd35e92459b2c10c19c25b6ca9e,death cab for cutie
458,04334aba6db2ed9544b7e234548763130d30af82,incubus
459,04334aba6db2ed9544b7e234548763130d30af82,doves
460,04334aba6db2ed9544b7e234548763130d30af82,green day
461,04351fed94e1316a1f6ea39bc2889b99a5775805,death cab for cutie
462,04351fed94e1316a1f6ea39bc2889b99a5775805,rancid
463,04351fed94e1316a1f6ea39bc2889b99a5775805,sick of it all
464,04366fc8b9178b23c63428b19f77bae7bcadbf7a,children of bodom
465,04366fc8b9178b23c63428b19f77bae7bcadbf7a,chimaira
466,04366fc8b9178b23c63428b19f77bae7bcadbf7a,papa roach
467,043ef6f20517071c5b6a61d23d771c38130eed59,the cure
468,043ef6f20517071c5b6a61d23d771c38130eed59,spiritualized
469,04489ab70923b34e72ed0f4fd7497f929266b231,asian kung-fu generation
470,044eff7c355490f226421b132ff38ccdbf09a08a,elliott smith
471,044eff7c355490f226421b132ff38ccdbf09a08a,the beach boys
472,045781f044e6213a98fe31c008fc7b46032899df,the shins
473,0469f389e57e83aa0662579c4f98df260f2d0af7,coheed and cambria
474,0469f389e57e83aa0662579c4f98df260f2d0af7,eels
475,0469f389e57e83aa0662579c4f98df260f2d0af7,cursive
476,0469f389e57e83aa0662579c4f98df260f2d0af7,led zeppelin
477,0469f389e57e83aa0662579c4f98df260f2d0af7,dropkick murphys
478,046c6d93823191c078bdc761275fcbad52769dd4,death cab for cutie
479,046c6d93823191c078bdc761275fcbad52769dd4,30 seconds to mars
480,046c6d93823191c078bdc761275fcbad52769dd4,dashboard confessional
481,046c6d93823191c078bdc761275fcbad52769dd4,usher
482,046c6d93823191c078bdc761275fcbad52769dd4,50 cent
483,046c6d93823191c078bdc761275fcbad52769dd4,tool
484,046c6d93823191c078bdc761275fcbad52769dd4,rihanna
485,046c6d93823191c078bdc761275fcbad52769dd4,thrice
486,046c6d93823191c078bdc761275fcbad52769dd4,mariah carey
487,046c6d93823191c078bdc761275fcbad52769dd4,3 doors down
488,047c09758ace4415bc37efe83c9cf58c4e53acb6,after forever
489,047c09758ace4415bc37efe83c9cf58c4e53acb6,static-x
490,047c09758ace4415bc37efe83c9cf58c4e53acb6,mylène farmer
491,047d7a72d2192a526e4e43479dec3ffd175780c3,the kills
492,047d7a72d2192a526e4e43479dec3ffd175780c3,yeah yeah yeahs
493,047d7a72d2192a526e4e43479dec3ffd175780c3,queens of the stone age
494,047d7a72d2192a526e4e43479dec3ffd175780c3,the smashing pumpkins
495,0483b28f8bf8d97b4aec2e3a67d30259505a53bb,sarah mclachlan
496,0483b28f8bf8d97b4aec2e3a67d30259505a53bb,blackfield
497,0483b28f8bf8d97b4aec2e3a67d30259505a53bb,coldplay
498,048d2d7723f0250d0c37f4f6ab10f778aea56b06,thievery corporation
499,0494bd36265aa8ed65a228a731eb42ed61d0988e,iamx
500,0494bd36265aa8ed65a228a731eb42ed61d0988e,goldfrapp
501,049765eeae4501e89f6d94572c617e95ed645914,jay-z
502,049765eeae4501e89f6d94572c617e95ed645914,justin timberlake
503,0499f622df03dd4d2dfb386f4506a78275c0fa69,30 seconds to mars
504,0499f622df03dd4d2dfb386f4506a78275c0fa69,disturbed
505,0499f622df03dd4d2dfb386f4506a78275c0fa69,three days grace
506,0499f622df03dd4d2dfb386f4506a78275c0fa69,limp bizkit
507,0499f622df03dd4d2dfb386f4506a78275c0fa69,mindless self indulgence
508,049a5dd057c6a7d933beaf563e2e4364da3da603,richard cheese
509,049a5dd057c6a7d933beaf563e2e4364da3da603,a tribe called quest
510,049e03f115937258a38ad878f1c025af23b2ca6e,bon iver
511,049e03f115937258a38ad878f1c025af23b2ca6e,hot chip
512,049e03f115937258a38ad878f1c025af23b2ca6e,vampire weekend
513,049e03f115937258a38ad878f1c025af23b2ca6e,explosions in the sky
514,04aa1b670501976972082b973dfd6c52e7262d9a,brian eno
515,04aa1b670501976972082b973dfd6c52e7262d9a,paul simon
516,04aa1b670501976972082b973dfd6c52e7262d9a,max richter
517,04aa1b670501976972082b973dfd6c52e7262d9a,u2
518,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,from first to last
519,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,atreyu
520,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,paramore
521,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,sum 41
522,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,metallica
523,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,fall out boy
524,04aabd5675d77827dd4e438ef8fdbbdcac5e64fd,bullet for my valentine
525,04aff16e52e0dcdfe75912c3ac76afdff1485432,radiohead
526,04aff16e52e0dcdfe75912c3ac76afdff1485432,r.e.m.
527,04aff16e52e0dcdfe75912c3ac76afdff1485432,phoenix
528,04b16f56553cd90bf492c6e826475aaf1f94e4be,death cab for cutie
529,04b16f56553cd90bf492c6e826475aaf1f94e4be,third eye blind
530,04b16f56553cd90bf492c6e826475aaf1f94e4be,thursday
531,04b16f56553cd90bf492c6e826475aaf1f94e4be,silverstein
532,04b2ad1e4db417ebb6a145a89c559fe14b6c7e18,the decemberists
533,04b2ad1e4db417ebb6a145a89c559fe14b6c7e18,muse
534,04b2ad1e4db417ebb6a145a89c559fe14b6c7e18,the gaslight anthem
535,04b2ad1e4db417ebb6a145a89c559fe14b6c7e18,the black keys
536,04b2ad1e4db417ebb6a145a89c559fe14b6c7e18,the fray
537,04b2df680796574cf41e9d3dfaf9b51a764db443,patrick wolf
538,04b2df680796574cf41e9d3dfaf9b51a764db443,the doors
539,04b2df680796574cf41e9d3dfaf9b51a764db443,mgmt
540,04c0acc1ed47f4e4d9e1b82dcb6603db5d5fdea5,宇多田ヒカル
541,04c0acc1ed47f4e4d9e1b82dcb6603db5d5fdea5,queen
542,04c184c5cb8df4a798ff11d2e70a89b3b383235f,the distillers
543,04c184c5cb8df4a798ff11d2e70a89b3b383235f,slayer
544,04c4a89ac2dc97bee0983f17f8a757d68d6c9cc7,bauhaus
545,04c4a89ac2dc97bee0983f17f8a757d68d6c9cc7,the sisters of mercy
546,04c4a89ac2dc97bee0983f17f8a757d68d6c9cc7,current 93
547,04c4a89ac2dc97bee0983f17f8a757d68d6c9cc7,therion
548,04cad8a66908d05e577968fe7e17acdc6aafda68,counting crows
549,04cad8a66908d05e577968fe7e17acdc6aafda68,broken social scene
550,04cad8a66908d05e577968fe7e17acdc6aafda68,flogging molly
551,04cad8a66908d05e577968fe7e17acdc6aafda68,imogen heap
552,04df5b99982ee301ffa1c088a6ee9a5fe046ca60,incubus
553,04e5868edc79c409f03fcc90768d6e63aa43d343,pink floyd
554,04e5868edc79c409f03fcc90768d6e63aa43d343,black sabbath
555,04ec11b959d17a37b81d7a17cd9dac26ebcac180,death cab for cutie
556,04ec11b959d17a37b81d7a17cd9dac26ebcac180,foo fighters
557,04ec11b959d17a37b81d7a17cd9dac26ebcac180,pj harvey
558,04ec11b959d17a37b81d7a17cd9dac26ebcac180,pearl jam
559,04ec11b959d17a37b81d7a17cd9dac26ebcac180,the smashing pumpkins
560,04f3aedc5d5e4e715c68fc5d93ff22272c44c9a0,bloc party
561,04f3aedc5d5e4e715c68fc5d93ff22272c44c9a0,john williams
562,05108b4ed083c539bbcee244071c273c81bce99b,depeche mode
563,05108b4ed083c539bbcee244071c273c81bce99b,dream theater
564,05108b4ed083c539bbcee244071c273c81bce99b,opeth
565,05108b4ed083c539bbcee244071c273c81bce99b,booka shade
566,05108b4ed083c539bbcee244071c273c81bce99b,theatre of tragedy
567,0514347ab014cf8f350bd2964deb0fad14b79333,kt tunstall
568,0514347ab014cf8f350bd2964deb0fad14b79333,incubus
569,0514347ab014cf8f350bd2964deb0fad14b79333,justin timberlake
570,0514347ab014cf8f350bd2964deb0fad14b79333,jonas brothers
571,0514347ab014cf8f350bd2964deb0fad14b79333,bruce springsteen
572,0514347ab014cf8f350bd2964deb0fad14b79333,lily allen
573,0519e237cb1f3ccac0a77853d1421bca87057e6a,cannibal corpse
574,0519e237cb1f3ccac0a77853d1421bca87057e6a,rammstein
575,051ba26b1ff3306db46fb96a1e32d510854bca86,mindless self indulgence
576,051e35b900f0462ae478a2832d326af5de3cf29b,linkin park
577,051e35b900f0462ae478a2832d326af5de3cf29b,audioslave
578,051e35b900f0462ae478a2832d326af5de3cf29b,imogen heap
579,0520b87f464040ca3d99aef84bb595526ddd3714,cake
580,0522240309e37819052d5214c6b512c845299325,she wants revenge
581,0528c3a1fd0b61bd4e32de5af74b87ecb58f258e,electric six
582,0528c3a1fd0b61bd4e32de5af74b87ecb58f258e,hans zimmer
583,052f8314c97756d508ae38ccd00238d66cc5084e,iron maiden
584,052f8314c97756d508ae38ccd00238d66cc5084e,jedi mind tricks
585,052f8314c97756d508ae38ccd00238d66cc5084e,the offspring
586,052f8314c97756d508ae38ccd00238d66cc5084e,evanescence
587,052f8314c97756d508ae38ccd00238d66cc5084e,böhse onkelz
588,052f8314c97756d508ae38ccd00238d66cc5084e,a-ha
589,052f8314c97756d508ae38ccd00238d66cc5084e,red hot chili peppers
590,05333f813067b8ffe2d8e6abcb687112489afec6,ulver
591,05333f813067b8ffe2d8e6abcb687112489afec6,radiohead
592,05333f813067b8ffe2d8e6abcb687112489afec6,the beatles
593,05430e42ee4b80635e665ff541c9e96e86df8972,deerhunter
594,05430e42ee4b80635e665ff541c9e96e86df8972,mogwai
595,0554a324c21c1d620820a68201c9a89c1fbbc4da,jason mraz
596,0554a324c21c1d620820a68201c9a89c1fbbc4da,interpol
597,0554a324c21c1d620820a68201c9a89c1fbbc4da,daft punk
598,05561f025954c293b394212138aab3c8b9f69d79,tokyo police club
599,05561f025954c293b394212138aab3c8b9f69d79,mgmt
600,0557e414e09d72d8dc1651f8766ee998268ef7d2,lil' wayne
601,0557e414e09d72d8dc1651f8766ee998268ef7d2,coldplay
602,05600dacd8787aa6651eb68870d40828afd16f05,pj harvey
603,05600dacd8787aa6651eb68870d40828afd16f05,bright eyes
604,0564989ce5de31a1857c8ef281be04fbdd74892f,koЯn
605,0564989ce5de31a1857c8ef281be04fbdd74892f,sex pistols
606,0564989ce5de31a1857c8ef281be04fbdd74892f,strapping young lad
607,0564989ce5de31a1857c8ef281be04fbdd74892f,machine head
608,0566380b93038d6e6a8ab5bf3a3cf5d3f7ea7510,rancid
609,0566380b93038d6e6a8ab5bf3a3cf5d3f7ea7510,me first and the gimme gimmes
610,056bf69e69d94f69a432164beb863f327783cdb3,happysad
611,056cde565818ddbdb2fdfcae642f914d3e815b40,james blunt
612,056cde565818ddbdb2fdfcae642f914d3e815b40,the sisters of mercy
613,056cde565818ddbdb2fdfcae642f914d3e815b40,leonard cohen
614,056cde565818ddbdb2fdfcae642f914d3e815b40,t.a.t.u.
615,056cde565818ddbdb2fdfcae642f914d3e815b40,the sounds
616,056eebc509dcb11a60f78c6ba347e15f7c18686e,linkin park
617,056eebc509dcb11a60f78c6ba347e15f7c18686e,stone sour
618,056eebc509dcb11a60f78c6ba347e15f7c18686e,suicide silence
619,056eebc509dcb11a60f78c6ba347e15f7c18686e,ill niño
620,05724051bf7530a7c0300cc53704ca3108cd5e0b,pet shop boys
621,05724051bf7530a7c0300cc53704ca3108cd5e0b,céline dion
622,0572ec4cb42b6cd679ac61d4a6e4abc1cc03feb1,switchfoot
623,0572ec4cb42b6cd679ac61d4a6e4abc1cc03feb1,the fray
624,05796674891c308659eab1a1c3a1eb0b621535aa,the all-american rejects
625,057a4982424618d0abb23783816ef140b8a7dbe3,the killers
626,057a4982424618d0abb23783816ef140b8a7dbe3,kasabian
627,057a4982424618d0abb23783816ef140b8a7dbe3,bloodhound gang
628,0584f333ea7ff37e76c6317b749ead71c94e49a9,dark tranquillity
629,0584f333ea7ff37e76c6317b749ead71c94e49a9,iced earth
630,0584f333ea7ff37e76c6317b749ead71c94e49a9,norther
631,0584f333ea7ff37e76c6317b749ead71c94e49a9,vader
632,0584f333ea7ff37e76c6317b749ead71c94e49a9,pantera
633,058a0846f8bf58b3044751468bf533bf6b5e1bf8,the postal service
634,058a0846f8bf58b3044751468bf533bf6b5e1bf8,death cab for cutie
635,058a0846f8bf58b3044751468bf533bf6b5e1bf8,metric
636,058a0846f8bf58b3044751468bf533bf6b5e1bf8,bruce springsteen
637,058a0846f8bf58b3044751468bf533bf6b5e1bf8,onerepublic
638,058a0846f8bf58b3044751468bf533bf6b5e1bf8,radiohead
639,058a0846f8bf58b3044751468bf533bf6b5e1bf8,ben harper
640,058bc39c81ba3a4d5e340cbf0c046bc55cb544d8,the game
641,0591998d7a0810597a80aa1cced899c8faa7559f,宇多田ヒカル
642,05abad019a6cb9c24b959cf79a6f9a8329f76bde,edguy
643,05abad019a6cb9c24b959cf79a6f9a8329f76bde,dire straits
644,05abad019a6cb9c24b959cf79a6f9a8329f76bde,arch enemy
645,05c4f3423f477fa8aa13bc56da380f8f3dac7f3b,lamb of god
646,05c4f3423f477fa8aa13bc56da380f8f3dac7f3b,red hot chili peppers
647,05c4f3423f477fa8aa13bc56da380f8f3dac7f3b,norma jean
648,05c7720cc1f070c92165926c1827292becfea9fb,motörhead
649,05c7720cc1f070c92165926c1827292becfea9fb,sirenia
650,05c8e37b3087cf2582d3160dade73ba8fd523bd0,system of a down
651,05c8e37b3087cf2582d3160dade73ba8fd523bd0,norther
652,05c8e37b3087cf2582d3160dade73ba8fd523bd0,judas priest
653,05c8e37b3087cf2582d3160dade73ba8fd523bd0,led zeppelin
654,05c8e37b3087cf2582d3160dade73ba8fd523bd0,kalmah
655,05ddc6e7080a7db7e88d4de00bf7a6385238fb81,testament
656,05ddc6e7080a7db7e88d4de00bf7a6385238fb81,bad religion
657,05ddc6e7080a7db7e88d4de00bf7a6385238fb81,tool
658,05ded83a4f58dddd2ef0f8e68b425f36ca809643,satyricon
659,05ded83a4f58dddd2ef0f8e68b425f36ca809643,marilyn manson
660,05ded83a4f58dddd2ef0f8e68b425f36ca809643,melvins
661,05ded83a4f58dddd2ef0f8e68b425f36ca809643,darkthrone
662,05e082b725074a285c0d533bb70d664b5dc04671,bob marley & the wailers
663,05e082b725074a285c0d533bb70d664b5dc04671,air
664,05ee683ea1a9b92fac71aa805b252f408298d33e,blind guardian
665,05ee683ea1a9b92fac71aa805b252f408298d33e,rammstein
666,05ee683ea1a9b92fac71aa805b252f408298d33e,eisregen
667,05eee1e2d2e6428b292900cc09701709575e6b47,peter gabriel
668,05eee1e2d2e6428b292900cc09701709575e6b47,the chemical brothers
669,05f81c5d3d5dcd606045187455d603b67de4650e,kraftwerk
670,05f81c5d3d5dcd606045187455d603b67de4650e,the white stripes
671,05f81c5d3d5dcd606045187455d603b67de4650e,gorillaz
672,05f81c5d3d5dcd606045187455d603b67de4650e,the jesus and mary chain
673,0601fd76121df1b2aeb18b071912485a35e6c3b0,relient k
674,0601fd76121df1b2aeb18b071912485a35e6c3b0,jack johnson
675,0601fd76121df1b2aeb18b071912485a35e6c3b0,switchfoot
676,06027cc9609f8c39840efb29f48439b8e885cc9b,deftones
677,06027cc9609f8c39840efb29f48439b8e885cc9b,pink floyd
678,061981974cc12bed3b3815cf49718ab8dccd9273,arctic monkeys
679,061981974cc12bed3b3815cf49718ab8dccd9273,billy talent
680,061981974cc12bed3b3815cf49718ab8dccd9273,red hot chili peppers
681,061981974cc12bed3b3815cf49718ab8dccd9273,radiohead
682,061c4ec32e499581ce093488e7686986bdb21535,tool
683,061c4ec32e499581ce093488e7686986bdb21535,black sabbath
684,061fd861e21684215921bdf108f5a5a05ff902d1,nirvana
685,061fd861e21684215921bdf108f5a5a05ff902d1,apocalyptica
686,061fd861e21684215921bdf108f5a5a05ff902d1,r.e.m.
687,0625e0d98b7ccac891fda834743d19692172c667,placebo
688,062c3a27808341862c7203a95008d16de008258e,incubus
689,062c3a27808341862c7203a95008d16de008258e,los hermanos
690,062c3a27808341862c7203a95008d16de008258e,silverchair
691,062c3a27808341862c7203a95008d16de008258e,chico buarque
692,062c3a27808341862c7203a95008d16de008258e,the libertines
693,062c3a27808341862c7203a95008d16de008258e,duffy
694,062c3a27808341862c7203a95008d16de008258e,beirut
695,062c3a27808341862c7203a95008d16de008258e,the velvet underground
696,063edbf6f32d5e390c845f2ab87484afbf085d71,myslovitz
697,06401c6825d2ed74533a3cd104cd2b7efd8cb66b,pixies
698,06401c6825d2ed74533a3cd104cd2b7efd8cb66b,cursive
699,0642f8ff37dfb6c712742935f81e1e3c87184a63,r.e.m.
700,0642f8ff37dfb6c712742935f81e1e3c87184a63,the decemberists
701,0642f8ff37dfb6c712742935f81e1e3c87184a63,modest mouse
702,0642f8ff37dfb6c712742935f81e1e3c87184a63,badly drawn boy
703,0642f8ff37dfb6c712742935f81e1e3c87184a63,fiona apple
704,0642f8ff37dfb6c712742935f81e1e3c87184a63,sufjan stevens
705,0642f8ff37dfb6c712742935f81e1e3c87184a63,hooverphonic
706,0648834212722ded248b34fbed318605f9b39a5d,the fray
707,064a9aa845fd23a7547ff5119e87ac74104e6165,jamiroquai
708,064a9aa845fd23a7547ff5119e87ac74104e6165,daft punk
709,064a9aa845fd23a7547ff5119e87ac74104e6165,reel big fish
710,064a9aa845fd23a7547ff5119e87ac74104e6165,nelly furtado
711,064c75acd949f120fa100fc8a14007e926402cbe,bob dylan
712,064c75acd949f120fa100fc8a14007e926402cbe,jimi hendrix
713,064c75acd949f120fa100fc8a14007e926402cbe,pink floyd
714,06546a9444b9d4c97303bb5ddf4c0ae2ae68eeab,napalm death
715,065935199cbce76645911d4ac0d0df2a6ffd764a,johnny cash
716,065a10e4b9baac903cd97b3f0bde9b1b5bc210b8,green day
717,065a10e4b9baac903cd97b3f0bde9b1b5bc210b8,chris brown
718,065a10e4b9baac903cd97b3f0bde9b1b5bc210b8,barenaked ladies
719,065d89eb8921e9088f063282e90aebbdd97e02d8,static-x
720,065d89eb8921e9088f063282e90aebbdd97e02d8,mindless self indulgence
721,065d89eb8921e9088f063282e90aebbdd97e02d8,mew
722,06648ddda748995713ee92319928ce59ce6463af,jeff buckley
723,06648ddda748995713ee92319928ce59ce6463af,t. rex
724,06648ddda748995713ee92319928ce59ce6463af,björk
725,06650d54d303c884258001e7669216ef35f70610,deus
726,06650d54d303c884258001e7669216ef35f70610,múm
727,06650d54d303c884258001e7669216ef35f70610,neutral milk hotel
728,06744557d6fb56459f835ea3609bbb98703a74a5,serj tankian
729,06744557d6fb56459f835ea3609bbb98703a74a5,duffy
730,067c89944cbbe01b0108ece726a8ad7a02e27a0a,hammerfall
731,067c89944cbbe01b0108ece726a8ad7a02e27a0a,system of a down
732,067c89944cbbe01b0108ece726a8ad7a02e27a0a,lordi
733,067f66f843493c35660af60b9c1afb3e3163314f,diary of dreams
734,067f66f843493c35660af60b9c1afb3e3163314f,deathstars
735,067f66f843493c35660af60b9c1afb3e3163314f,marilyn manson
736,067f66f843493c35660af60b9c1afb3e3163314f,pain
737,067f66f843493c35660af60b9c1afb3e3163314f,lacrimosa
738,068a411d17492e43f041edb7785594f38ad35064,pearl jam
739,068a411d17492e43f041edb7785594f38ad35064,tori amos
740,068a411d17492e43f041edb7785594f38ad35064,cake
741,068a411d17492e43f041edb7785594f38ad35064,red hot chili peppers
742,068a411d17492e43f041edb7785594f38ad35064,dire straits
743,068a411d17492e43f041edb7785594f38ad35064,matchbox twenty
744,069c722f9333664d4d28759b5d47d64fc559bc36,nick drake
745,06a0300750e9290150b5ff81cfbb8ddb2803b71a,avenged sevenfold
746,06a0300750e9290150b5ff81cfbb8ddb2803b71a,elvis presley
747,06a0300750e9290150b5ff81cfbb8ddb2803b71a,motörhead
748,06a0300750e9290150b5ff81cfbb8ddb2803b71a,the hellacopters
749,06a0f55ed90fc9ac3ef512bf879c69f13c31c5d4,alkaline trio
750,06a0f55ed90fc9ac3ef512bf879c69f13c31c5d4,the cranberries
751,06a0f55ed90fc9ac3ef512bf879c69f13c31c5d4,propagandhi
752,06a0f55ed90fc9ac3ef512bf879c69f13c31c5d4,tool
753,06a38d530ab8f452bcf9786a0151793e1f916697,the cure
754,06a38d530ab8f452bcf9786a0151793e1f916697,coldplay
755,06a38d530ab8f452bcf9786a0151793e1f916697,oasis
756,06a38d530ab8f452bcf9786a0151793e1f916697,system of a down
757,06a38d530ab8f452bcf9786a0151793e1f916697,doves
758,06a38d530ab8f452bcf9786a0151793e1f916697,interpol
759,06b72e7b13ab22e6a8c8e2747d3525e4588125dc,rihanna
760,06b72e7b13ab22e6a8c8e2747d3525e4588125dc,shakira
761,06b72e7b13ab22e6a8c8e2747d3525e4588125dc,bloodhound gang
762,06c5e7101073031ec1836a33fe6a3d06fb5dc428,animal collective
763,06c5e7101073031ec1836a33fe6a3d06fb5dc428,the white stripes
764,06c5e7101073031ec1836a33fe6a3d06fb5dc428,radiohead
765,06c5e7101073031ec1836a33fe6a3d06fb5dc428,belle and sebastian
766,06c5e7101073031ec1836a33fe6a3d06fb5dc428,frédéric chopin
767,06e5da7fd6f4658abafb7c2dd4044c1554d64a85,rammstein
768,06e5da7fd6f4658abafb7c2dd4044c1554d64a85,blink-182
769,06e951d3b56edd3490302b6ce3cd3ed6222760b6,mae
770,06e981746a944d0bffcc3d5d8ab5796c2f851331,kate nash
771,06e981746a944d0bffcc3d5d8ab5796c2f851331,hot chip
772,06e981746a944d0bffcc3d5d8ab5796c2f851331,mariah carey
773,06eaaaa41eddb017256c006d3ac3d613b8d1510a,moloko
774,06eaaaa41eddb017256c006d3ac3d613b8d1510a,linkin park
775,06f4dfc2a4f29af4ae973a44133dcbd1ca5b9cab,mudvayne
776,06f4dfc2a4f29af4ae973a44133dcbd1ca5b9cab,equilibrium
777,06f7ac0d4b4451f31ac2ca8c115fa28602375b6d,katatonia
778,06f7ac0d4b4451f31ac2ca8c115fa28602375b6d,subway to sally
779,06f7ac0d4b4451f31ac2ca8c115fa28602375b6d,adema
780,06f7ac0d4b4451f31ac2ca8c115fa28602375b6d,breaking benjamin
781,070eeab05deabfcd584012e682db6c9c5fc52ebd,fear factory
782,070eeab05deabfcd584012e682db6c9c5fc52ebd,lamb of god
783,071c5b26909ebe3b0675ae445a0f329ec3ff3e32,the national
784,071c5b26909ebe3b0675ae445a0f329ec3ff3e32,yeah yeah yeahs
785,071c5b26909ebe3b0675ae445a0f329ec3ff3e32,ladytron
786,071c5b26909ebe3b0675ae445a0f329ec3ff3e32,neko case
787,0726bbd977f10db550d5fad8fdcf1dc6a49c71f9,soundgarden
788,0726bbd977f10db550d5fad8fdcf1dc6a49c71f9,metallica
